Character,Dialogue,Season,Episode
CHRIS,"I mean, you raised Rory all by yourself, you had no one to help you and you didn't look back.",5,6
LORELAI,"That's right. But if I had decided to bail on Rory and follow the Bangles around the world, which is what I planned to do when the Demerol kicked in, then you would've put on the red boots and golden lasso and you would have raised her and everything would have been fine. Except she wouldn't have introduced you to anyone, or let you go to the parent night at school ‘cause you looked so freaky.",5,6
CHRIS,I don't know.,5,6
LORELAI,She is your daughter.,5,6
CHRIS,And I don't even know her. I've been gone so much.,5,6
LORELAI,"Well, welcome home, babe.",5,6
CHRIS,"I don't want to screw this up, Lor.",5,6
LORELAI,"You're not going to. I know you can do this, Chris.",5,6
CHRIS,You ever get tired of being my cheerleader?,5,6
LORELAI,"Hey, as long as I look cute in the skirt I'm good to go.",5,6
CHRIS,"Okay. Uh, I really need to shower.",5,6
LORELAI,"Yeah. I'll clear a path, and order some food?",5,6
CHRIS,Yeah. No applesauce.,5,6
LORELAI,You got it.,5,6
CHRIS,"So, you really think I can handle this?",5,6
LORELAI,No doubt in my mind. Go. I've got the crying.,5,6
CHRIS,"Hey, Lor?",5,6
LORELAI,Yeah.,5,6
CHRIS,I don't know what I do without you.,5,6
LORELAI,"Yeah, well, you're going to find out real soon if you don't –",5,6
CHRIS,"Take off clothes, get in shower, turn on water. I'm going.Lorelai : Just another manic Monday…",5,6
DOYLE,Gellar! Do you see what I have here in my hand?,5,6
PARIS,"I'm busy, Doyle.",5,6
DOYLE,Rabbi Baron says he's changed his number twice.,5,6
PARIS,"Oh, please.",5,6
DOYLE,Father Callahan is threatening a restraining order.,5,6
PARIS,If I had a nickel…,5,6
DOYLE,And the honorable Muhammed Abdul Aziz says that you stole his flip-flops.,5,6
PARIS,"What a lie. He leaves them out in his hallway and I have told him a million times that people suck, and –",5,6
DOYLE,Paris!,5,6
PARIS,What?,5,6
DOYLE,"You have threatened, stalked and basically freaked out every religious leader within a hundred mile radius. This paper has never received so many complaints in the history of its existence. And how the hell did you get Jesse Jackson's barber's number? How?",5,6
PARIS,"Hey, you gave me this beat to find the story, not to cow-tow and make nice, and –",5,6
DOYLE,Gellar!,5,6
PARIS,What!,5,6
DOYLE,Way to go.,5,6
PARIS,Thanks.,5,6
DOYLE,Don't you dare give back those flip-flops.,5,6
PARIS,"Not a chance, they fit perfectly.",5,6
RORY,"Hey, Doyle, I think I want to change my story.",5,6
DOYLE,Yeah?,5,6
RORY,"Yeah. The downloading story was a dead end, there's nothing there.",5,6
DOYLE,You're telling me.,5,6
RORY,What?,5,6
DOYLE,I got bored just hearing you pitch it. So what do you got now?,5,6
RORY,"Okay. Well, last night I was in one of the bathrooms over at Berkeley, and this girl came in, slightly toasted, and she was wearing a full on ball gown with one of those plastic gorilla masks.",5,6
DOYLE,Huh. Not something you see every day.,5,6
RORY,"Exactly what I thought. So I followed her out to the parking lot, and she got in this fancy black SUV, and said ""In Omnia Paratus"", which means ""Ready for anything"". I know, I took Latin.",5,6
DOYLE,Quel impressed.,5,6
CONTINUERORY,"All this seemed a little weird, but interesting weird, you know? So, I don't know. Maybe it's all this hanging out with a real newspaper man like yourself, but my antennae went up. I felt there was a story there. Did you catch the subtle sucking up?",5,6
DOYLE,Caught it. Continue.,5,6
RORY,"So, I googled the phrase, not quite sure what I was looking for, but then I found this. See, it links the phrase with a club here at Yale. It's sort of a secret society kind of Skull and Bones kind of creepy group dating back to the 1800's. This phrase was their motto. Now, that alone, not that interesting. But here. Look.",5,6
DOYLE,Huh.,5,6
RORY,I found this in a 1996 edition of the Yale Daily News. It's an article on whether or not this club actually exists.,5,6
DOYLE,"""The Life and Death Brigade."" Yeah, I know these guys.",5,6
RORY,"Oh, you do?",5,6
DOYLE,"Well, I've heard of them. They're apparently even more elusive than the Skull and Bones crowd. ‘Course they've never been linked to masturbating in a coffin so I automatically like these guys better.",5,6
RORY,"Hm. Well, what do you know about them?",5,6
DOYLE,"Not much. Paper's tried to track them down before, and we've gotten a few leads, but no one's ever gotten close enough to confirm anything. We all know they exist, but, we don't know they exist. It's all just too-too. God I hate those stupid clubs.",5,6
RORY,"I want to do this story. I want to find this club, track them down, get on the inside. What do you think?",5,6
DOYLE,Go with your gut.,5,6
RORY,"You said that about my downloading story. Hey, you don't trust my gut! [Elder Gilmore'",5,6
SHOUSE,outside.],5,6
LORELAI,Finally.,5,6
RORY,What are you doing out here?,5,6
LORELAI,Am I wearing the same thing I wore last Friday night?,5,6
RORY,What?,5,6
LORELAI,"Halfway here I was struck by the overwhelming feeling that I wore this exact outfit to last Friday night, and there's no way I'm going in there to see my mother wearing the same thing I wore last Friday night because I may not remember but she sure as hell will.",5,6
RORY,I don't know.,5,6
LORELAI,You don't know?,5,6
RORY,You don't rememb er but you expect me to?,5,6
LORELAI,"Well, you look at me mo re than I look at me; you sit across from me at dinner. You had more of a chance to imprint my ensemble in your brain.",5,6
RORY,"Sorry, no imprint.",5,6
LORELAI,"Oh, that hurts.",5,6
RORY,"Oh, I'm sure you don't rememb er what I was wearing.",5,6
LORELAI,I most certainly do.,5,6
RORY,"Okay, what was I wearing?",5,6
LORELAI,"You were wearing a lovely and delicately understated, uh, outfit… well, you were definitely wearing these arms.",5,6
RORY,"Oh, way to imprint, lady.",5,6
LORELAI,"Stand I front of me, just in case.",5,6
MAID,Hello.,5,6
LORELAI,"Hi, we should be on the guest list. Holstein and Liza are expecting us.",5,6
LORELAI,"Okay. Let's try it straight. Hi, we're here for dinner. I'm Lorelai the daughter, this is Rory the granddaughter.",5,6
MAID,"Oh! Okay, I'm sorry. Right this way. [Elder Gilmore'",5,6
SHOUSE,inside],5,6
RORY,She's acting weird.,5,6
LORELAI,She knows I'm wearing the same outfit as last week.,5,6
RORY,She wasn't here last week.,5,6
LORELAI,"The world's small, maids talk.",5,6
RORY,About you?,5,6
LORELAI,Yes.,5,6
RORY,"Oh. With all that's going on in the world, all the maids in existence are talking about you.",5,6
LORELAI,"Huh. ‘Kay, now you're making me seem a little stuck up.",5,6
MAID,Can I get you something to drink?,5,6
LORELAI,"Yes, a martini please.",5,6
RORY,"Coke, please.",5,6
LORELAI,"Oh, you know, maybe we should wait for my mother. Is she coming down soon?",5,6
MAID,No.,5,6
LORELAI,Oh. Okay. Do you know if she saw what I was wearing through the window?,5,6
MAID,Mrs. Gilmore isn't here.,5,6
LORELAI,She's not?,5,6
RORY,Where is she?,5,6
MAID,She's at a dinner for the Children's Hospital.,5,6
LORELAI,Oh! So she's not going to be here at all tonight.,5,6
MAID,"No, I'm afraid not.",5,6
RORY,Okay. Well then I guess we can just…,5,6
LORELAI,"You know, we'll just... go have dinner in the pool house with Dad.",5,6
MAID,Oh.,5,6
LORELAI,Oh?,5,6
MAID,Mr. Gilmore is out of town.,5,6
LORELAI,He is?,5,6
MAID,‘Till Tuesday.,5,6
LORELAI,Aha. We've officially become afterthoughts.,5,6
MAID,Would you like me to make you two something for dinner?,5,6
RORY,"Um, well, since everyone's gone, maybe I'll just head back to school. I have a lot of work to do at the paper.",5,6
LORELAI,"Yeah. Okay. That would be one option, going back to school. However, another option would be staying here, ordering pizza, and eating dinner on the living room floor on paper plates.",5,6
RORY,You're evil!,5,6
LORELAI,"Would you bring us a phone book, please?",5,6
MAID,Right away.,5,6
LORELAI,Get crazy!,5,6
RORY,Okay!,5,6
LORELAI,"We have to really live it up. Carpe Diem, baby.",5,6
RORY,I'm touching the rug with my feet!,5,6
LORELAI,"Ooh, you're perverse!",5,6
RORY,"Hey, and when she brings the drinks, let's not use coasters!",5,6
LORELAI,"Hey, I wonder if there's anything in here that we could un-alphabetize.",5,6
RORY,"The rug is so soft! Oh, you would not believe!",5,6
LORELAI,"Gluing everything in this room to the ceiling so that it's in exactly the same place, but upside down, be going too far?",5,6
RORY,A little.,5,6
LORELAI,"So, dish?",5,6
RORY,Absolutely.,5,6
LORELAI,Sherry left your dad.,5,6
RORY,What? When?,5,6
LORELAI,A couple of days ago. She got a job offer in Paris and she packed her tiny pants in a bag and bailed.,5,6
RORY,What about Gigi?,5,6
LORELAI,Left her with Chris.,5,6
RORY,No way.,5,6
LORELAI,"Yeah. He came home, and the nanny handed him a letter.",5,6
RORY,I can't believe this! How could she just leave like that?,5,6
LORELAI,I have no idea.,5,6
RORY,How do you know all this?,5,6
LORELAI,He called me.,5,6
RORY,When?,5,6
LORELAI,"Yesterday. He was freaking out because he couldn't stop Gigi from crawling out of her crib, and you know, I do have to hand it to him, he gets extra points for the very original ducttaping of the diaper move. That place was a wreck.",5,6
RORY,You went over there?,5,6
LORELAI,"Oh yeah. But I calmed him down, and, you know, we sort of got the place in order and I think everything's going to be okay. I'm going to go back on Monday and just make sure that everyone's still breathing.",5,6
RORY,"Oh. Well, that's very nice of you.",5,6
LORELAI,"Well, your dad is going to need a little help being… a dad. ‘Cause, I mean… well he was your dad, so…no newsflash here. But you should see Gigi. She's huge, and gorgeous, and a belcher. Oh, great! Dinner is served. (Late at night. Rory is alone. She finds an article in an old newspaper;",5,6
HEADLINE,"‘Police Nab Members of ""Secret Society"" ‘. She looks closer at the caption and reads the name ‘Elias Huntzberger'. She copies the name onto a Post-It note.) [",5,6
DRAGONFLYINN,Reception desk.],5,6
LORELAI,"It's a beautiful one and a half mile hike, there's a waterfall around this bend here, and over here are some of the oldest birch trees in the area, a rare butterfly nature preserve is off to the right here – Oh, excuse me. Michel, would you take over?",5,6
MICHEL,"Oh, yes. Of course. Okay, so over here, by this semi-polluted brook, you will find large scary spiders and a fascinating display of poison ivy. [",5,6
DRAGONFLYINN,bottom of the staircase.],5,6
LORELAI,"Luke, slow down! … I can't come now, I'm working. He what? …Okay, fine. I'm on my way. Yes, I'm running. My feet are going like a cartoon character, there are dust clouds behind me and the background keeps repeating itself. Bye!",5,6
MICHEL,"…which brings you to the rattlesnake curve, where people have actually died painful but very picturesque deaths. [Luke'",5,6
SDINER,Outside.],5,6
KIRK,"Lunch at the Dragonfly! Get your lunch at the Dragonfly! You have not eaten lunch, till you have eaten lunch at the Dragonfly!",5,6
LUKE,"I mean it, Kirk, get away from here!",5,6
KIRK,"I am on the sidewalk, Luke! You do not own the sidewalk! The sidewalk is for the common people! The everyman! And every man and every woman would like to have a delicious lunch at the Dragonfly.",5,6
LUKE,I'm going to call the cops.,5,6
KIRK,Cops get free pie! With lunch at the Dragonfly!,5,6
LORELAI,"Uh, Kirk, what are you doing? You're a giant hot dog.",5,6
KIRK,"Technically I'm a giant wiener. The costume tag says ""wiener"".",5,6
LUKE,Get him away from my diner. I mean it.,5,6
KIRK,"Don't you worry, Lorelai, I have no intention of abandoning my post, and I will not rest till every single person in Stars Hollow has tried lunch at the Dragonfly!",5,6
LORELAI,"Kirk, I don't understand this.",5,6
KIRK,"I'm trying to scrounge up a lunch crowd for you, so I figured I'd go where everybody already has lunch and get them over to you. And I'm doing a pretty good job, if I do say so myself!",5,6
LORELAI,"But who asked you – ugh. Boy. Okay. Luke, I'm very sorry, this won't happen again. Come on, Kirk. I'm sorry, but why a hot dog? The Dragonfly doesn't serve hot dogs.",5,6
KIRK,"Well, the kiesch made me look fat.",5,6
LUKE,If I see him around here again…,5,6
LORELAI,You won't. Let's go.,5,6
KIRK,This is as fast as I can go in this outfit. [,5,6
YALE,courtyard] Logan',5,6
SFRIEND,"It was funny, man, you should have been there.",5,6
RORY,"Hey, Huntzberger!",5,6
LOGAN,Hey! You waiting on me?,5,6
RORY,Could be.,5,6
LOGAN,"Wow, I'm flattered.",5,6
RORY,Your prerogative.,5,6
LOGAN,You here on business or pleasure?,5,6
RORY,I just thought maybe I'd give you a chance to respond to my article?,5,6
LOGAN,What article?,5,6
RORY,The article I'm doing on the Life and Death Brigade.,5,6
LOGAN,Don't really know what you're talking about.,5,6
RORY,"You don't? Huh. I thought you would. It's a club. One of these super secret, super exclusive clubs here at Yale, memb ership spans a thousand centuries, secret handshakes and secret sayings, and a lot of running around in circles in your underwear, that kind of thing.",5,6
LOGAN,Sounds pretty secret.,5,6
RORY,"Yeah. Anyhow, I'm doing sort of an expose on this one particular club and I figured, since you're in it, maybe you'd like to have your point of view included.",5,6
LOGAN,I'm in it.,5,6
RORY,Well aren't you?,5,6
LOGAN,I've yet to run around in a circle in my underwear.,5,6
RORY,"Well. Okay. I mean, I have proof that your grandfather was in it, which means that your father was in it. Which should mean that you're in it. But maybe not. Okay.",5,6
LOGAN,Sorry to let you down.,5,6
RORY,"No let down. It would have been nice, but I have plenty of stuff without you, and I'm sorry to have bothered you.",5,6
LOGAN,"You have plenty without me, huh?",5,6
RORY,"Oh yeah! I have the ball gowns, the girl in the gorilla mask, In Omnia Paratus – very fancy catch phrase, by the way – the license plate on the black SUV, and about a dozen other little things. I mean, getting an interview with an actual member would have been great. But I'm okay without it.",5,6
